"Web ID","Region of Incident","Reported Date","Reported Year","Reported Month","Number Dead","Number Missing","Total Dead and Missing","Number of survivors","Number of Female","Number of Male","Number of Children","Cause of death","Location Description","Information Source","Location","Information Reliability","Migrant Route","URL","UNSD Geographical Grouping"
"40927","US-Mexico Border","July 04, 2015","2015","Jul","1","","1","","","1","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40926","US-Mexico Border","July 02, 2015","2015","Jul","1","","1","","","1","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"41006","Central America","July 02, 2015","2015","Jul","1","","1","","","1","","Unknown","in train car in Apizaco, Tlaxcala","Cinco Radio","19.421016000000, -98.142549000000","Partially verified","","http://bit.ly/24Bl93O","Central America"
"40305","North Africa","July 01, 2015","2015","Jul","1","","1","","","","","Dehydration, Starvation","Between Ajdabiya and Tripoli, Libya","MHub","31.363666900000, 10.233956100000","Partially verified","","","Northern Africa"
"40585","North Africa","July 01, 2015","2015","Jul","1","","1","","","","","Exposure, Hyperthermia","Sahara Desert, between Hagas, Sudan and Shaidi, Libya","MHub","21.459778100000, 21.471366900000","Partially verified","","","Northern Africa"
"40665","North Africa","July 01, 2015","2015","Jul","2","","2","","","","","Murdered","Unspecified location, Libya","MHub","26.239989000000, 12.913084000000","Partially verified","","","Northern Africa"
"40667","North Africa","July 01, 2015","2015","Jul","1","","1","","","","","Murdered","Unspecified location, Libya","MHub","26.239989000000, 12.913084000000","Partially verified","","","Northern Africa"
"40719","North Africa","July 01, 2015","2015","Jul","2","","2","","","","","Sickness and lack of access to medicines","Unspecified location, Libya","MHub","26.239989000000, 12.913084000000","Partially verified","","","Northern Africa"
"40795","North Africa","July 01, 2015","2015","Jul","1","","1","","","","","Starvation","Unspecified location, Libya","MHub","26.239989000000, 12.913084000000","Partially verified","","","Northern Africa"
"40796","North Africa","July 01, 2015","2015","Jul","3","","3","","","","","Starvation","Unspecified location, Libya","MHub","26.239989000000, 12.913084000000","Partially verified","","","Northern Africa"
"40922","US-Mexico Border","July 01, 2015","2015","Jul","1","","1","","","1","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40923","US-Mexico Border","July 01, 2015","2015","Jul","1","","1","","","","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40924","North Africa","July 01, 2015","2015","Jul","1","","1","","","","","Unknown","Unspecified location, Libya","MHub","26.239989000000, 12.913084000000","Partially verified","","","Northern Africa"
"40925","Sub-Saharan Africa","July 01, 2015","2015","Jul","3","","3","","","","","Unknown","Unspecified location, Niger","MHub","17.607789000000, 8.081666000000","Partially verified","","","Northern Africa"
"41069","North Africa","July 01, 2015","2015","Jul","3","","3","","","","","Vehicle Accident","Sahara Desert, between Khartoum, Sudan and Ajdabiya, Libya","MHub","19.545270100000, 21.922914300000","Partially verified","","","Northern Africa"
"41070","North Africa","July 01, 2015","2015","Jul","1","","1","","","","","Vehicle Accident","Sahara Desert, between Agadez, Niger and Sabha, Libya","MHub","19.075158000000, 8.024068000000","Partially verified","","","Northern Africa"
"40921","US-Mexico Border","June 30, 2015","2015","Jun","1","","1","","","1","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"41030","US-Mexico Border","June 29, 2015","2015","Jun","1","","1","","","1","","Unknown (skeletal remains)","Imperial County, CA","Entravision","33.024950500000, -115.845024500000","Partially verified","","http://bit.ly/2ayUenC","Uncategorized"
"41053","Europe","June 29, 2015","2015","Jun","1","","1","","1","","","Vehicle Accident","A16 between Calais and Marck, France","Calais Migrant Solidarity","49.610700000000, 2.109380000000","Partially verified","Calais to United Kingdom","http://bit.ly/1DPsGT2","Western Europe"
"40583","US-Mexico Border","June 28, 2015","2015","Jun","1","","1","","","1","","Exposure","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40617","US-Mexico Border","June 27, 2015","2015","Jun","1","","1","","","1","","Hyperthermia","GPS: N32.66653 W115.76090, 4 mi south of Drew Road, Seeley, CA","Imperial County Coroner's Office","32.749080400000, -115.771138100000","Partially verified","","","Uncategorized"
"40920","US-Mexico Border","June 27, 2015","2015","Jun","1","","1","","","1","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40856","Europe","June 26, 2015","2015","Jun","1","","1","","","1","","Train Accident","French entrance to Channel Tunnel, France","The Guardian","46.227638000000, 2.213749000000","Partially verified","Calais to United Kingdom","http://bit.ly/1KNxevI","Western Europe"
"41068","Central America","June 26, 2015","2015","Jun","9","","9","6","","","","Vehicle Accident","Municipality of Jalapa. About 55 km south east of Villahermosa, Tabasco while crossing the San Marcos River, Mexico","El Universo","17.721200000000, -92.813900000000","Partially verified","","http://bit.ly/1glFaYh","Central America"
"40360","US-Mexico Border","June 25, 2015","2015","Jun","1","","1","","","1","","Drowning","All American Canal, Calexico CA","Imperial County Coroner's Office","32.668685000000, -115.493137300000","Partially verified","","","Uncategorized"
"40721","Mediterranean","June 25, 2015","2015","Jun","1","","1","","1","","","Sickness and lack of access to medicines","Unspecified location between Egypt and Italy","Action Group for Palestinians of Syria","35.128838500000, 18.902833900000","Partially verified","Central Mediterranean","http://actionpal.org.uk","Uncategorized"
"40359","Mediterranean","June 23, 2015","2015","Jun","6","","6","66","1","","","Drowning","3.2 kilometers from the resort city of Bodrum, near Kara Ada, en route to Kos","Anadolu Agency and Today's Zaman, Action Group for Palestinian of Syria","37.005900000000, 27.419600000000","Partially verified","Eastern Mediterranean","http://bit.ly/1IbWNVk, http://bit.ly/1CqKrm6","Uncategorized"
"40689","Mediterranean","June 23, 2015","2015","Jun","1","","1","","","","","Shot","Off the coast of Libya","IOM Rome and Breitbart","34.234500000000, 14.743700000000","Partially verified","Central Mediterranean","http://bit.ly/1PkI3I5","Uncategorized"
"40582","US-Mexico Border","June 22, 2015","2015","Jun","1","","1","","","1","","Exposure","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40358","US-Mexico Border","June 21, 2015","2015","Jun","1","","1","","","1","","Drowning","Rio Bravo, Mexico","Contacto","26.037909700000, -98.086004100000","Partially verified","","http://bit.ly/1mSBY9T","Central America"
"40698","Horn of Africa","June 21, 2015","2015","Jun","1","","1","","","","","Shot, Stabbed","Jigiga, Ethiopia","Regional Mixed Migration Secretariat","9.355286000000, 42.795288000000","Partially verified","","","Eastern Africa"
"40541","Mediterranean","June 20, 2015","2015","Jun","","22","22","","","","","Drowning","Boat left from the coast of Al Hoceima, Morocco. Search called off after 2 days with no sign","Asociación Pro Derechos Humanos de Andalucía","35.352515000000, -3.976368000000","Partially verified","Western Mediterranean","http://www.apdha.org/media/informe-frontera-sur-2016-web.pdf","Uncategorized"
"40581","US-Mexico Border","June 20, 2015","2015","Jun","1","","1","","","1","","Exposure","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40724","Sub-Saharan Africa","June 19, 2015","2015","Jun","2","","2","","","","","Sickness and lack of access to medicines","Mozambique","Regional Mixed Migration Secretariat","-18.563171000000, 35.002686000000","Partially verified","","","Eastern Africa"
"40643","US-Mexico Border","June 18, 2015","2015","Jun","1","","1","","","1","","Hypothermia","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40669","Europe","June 18, 2015","2015","Jun","1","","1","","","1","","Plane stowaway","Heathrow Airport, UK","The Guardian","51.471150000000, -0.456487000000","Partially verified","","http://bit.ly/1Rgw7b9, http://bit.ly/1Bs6I7M","Northern Europe"
"40919","US-Mexico Border","June 18, 2015","2015","Jun","1","","1","","","","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"41036","US-Mexico Border","June 18, 2015","2015","Jun","1","","1","19","1","","","Vehicle Accident","Encinitas, California, San Diego County","CTV News","32.591521000000, -117.120961700000","Partially verified","","http://bit.ly/1I8WLh9","Uncategorized"
"40357","Mediterranean","June 17, 2015","2015","Jun","3","","3","","","3","","Drowning","","IOM Italy","34.981478400000, 23.490953900000","Verified","Central Mediterranean","","Uncategorized"
"40642","US-Mexico Border","June 17, 2015","2015","Jun","1","","1","","","1","","Hypothermia","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40918","US-Mexico Border","June 17, 2015","2015","Jun","1","","1","","","1","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40636","US-Mexico Border","June 16, 2015","2015","Jun","1","","1","","1","","","Hypothermia","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40641","US-Mexico Border","June 16, 2015","2015","Jun","1","","1","","","1","","Hypothermia","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40852","Central America","June 16, 2015","2015","Jun","1","","1","","","1","","Train Accident","Venustiano Carranza Avenue. Colony Rubén Jaramillo, Monterrey, Mexico","Noticiero Televisa","25.695667000000, -100.329018000000","Partially verified","Central America to US","http://bit.ly/2fFsxuy","Central America"
"40917","US-Mexico Border","June 16, 2015","2015","Jun","1","","1","","","","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40299","North Africa","June 15, 2015","2015","Jun","15","","15","","","","","Dehydration","Near Dirkou, northeast of Agadez, Niger","IOM Niger","19.000389000000, 12.894990000000","Verified","","","Northern Africa"
"40671","Central America","June 14, 2015","2015","Jun","5","","5","","","","","Presumed drowning","Darien Gap, Río Turquesa, Bajo Chiquito, Panama","Ghana Web and Critica.com","7.738711600000, -77.986971100000","Partially verified","Darien Gap","http://bit.ly/2gnXhxU, http://bit.ly/2gbBe1q","Central America"
"40640","US-Mexico Border","June 13, 2015","2015","Jun","1","","1","","","1","","Hypothermia","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40916","US-Mexico Border","June 10, 2015","2015","Jun","1","","1","","","1","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40616","US-Mexico Border","June 08, 2015","2015","Jun","1","","1","","","1","","Hyperthermia","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40915","US-Mexico Border","June 08, 2015","2015","Jun","1","","1","","","","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40297","North Africa","June 03, 2015","2015","Jun","18","","18","","1","17","","Dehydration","Between Arlit in Niger and Algeria. 67 and 70 km Northeast of Assamaka, Niger.","IOM Niger","19.387730500000, 5.714761600000","Verified","","http://bit.ly/1N2FLsN","Northern Africa"
"40298","North Africa","June 03, 2015","2015","Jun","","","0","","","","","Dehydration","Between Arlit in Niger and Algeria. 67 and 70 km Northeast of Assamaka, Niger.","IOM Niger","20.145079000000, 7.404254000000","Verified","","","Northern Africa"
"40300","North Africa","June 03, 2015","2015","Jun","","","0","","","","","Dehydration","Between Arlit in Niger and Algeria. 67 and 70 km Northeast of Assamaka, Niger.","IOM Niger","19.387730500000, 5.714761600000","Verified","","","Northern Africa"
"40914","US-Mexico Border","June 03, 2015","2015","Jun","1","","1","","","","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"41111","Central America","June 02, 2015","2015","Jun","3","","3","117","","","","Violence","Sonora, Mexico","AFP","29.376662500000, -113.982345600000","Partially verified","","http://yhoo.it/1eCOIh5","Central America"
"40304","North Africa","June 01, 2015","2015","Jun","2","","2","","","","","Dehydration, Starvation","Sahara Desert between Agadez, Niger and Libya","MHub","20.084053000000, 10.741789000000","Partially verified","","","Northern Africa"
"40614","US-Mexico Border","June 01, 2015","2015","Jun","1","","1","","1","","","Hyperthermia","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40615","US-Mexico Border","June 01, 2015","2015","Jun","1","","1","","","1","","Hyperthermia","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40664","North Africa","June 01, 2015","2015","Jun","1","","1","","","","","Murdered","Sahara Desert between Agadez, Niger and Libya","MHub","19.075158000000, 8.024068000000","Partially verified","","","Northern Africa"
"40837","Southeast Asia","June 01, 2015","2015","Jun","","60","60","","","","","","Bay of Bengal and Andaman Sea","UNHCR","10.010819000000, 94.999996000000","Verified","","http://www.unhcr.org/554c6a746.html","South-eastern Asia"
"40913","North Africa","June 01, 2015","2015","Jun","1","","1","","","","","Unknown","Sahara Desert between Agadez, Niger and Libya","MHub","20.084053000000, 10.741789000000","Partially verified","","","Northern Africa"
"41099","North Africa","June 01, 2015","2015","Jun","1","","1","","","","","Violence","Sahara Desert between Agadez, Niger and Libya","MHub","19.075158000000, 8.024068000000","Partially verified","","","Northern Africa"
"40690","Central America","May 31, 2015","2015","May","1","","1","","","1","","Shot","La Rumorosa, Baja California, Mexico","El mexicano.com","32.602038000000, -116.079468000000","Partially verified","","http://bit.ly/291fuQ9","Central America"
"41067","Europe","May 31, 2015","2015","May","1","","1","","","1","","Vehicle Accident","A16 Highway at the entrance to the Eurotunnel, France","Calais Migrants Solidarity ","49.610700000000, 1.406250000000","Partially verified","Calais to United Kingdom","http://bit.ly/1DPsGT2","Western Europe"
"40285","Mediterranean","May 30, 2015","2015","May","17","8","25","454","","","","Burned, Drowning","Central Med","IOM Italy","35.050314391584, 18.113846750000","Verified","Central Mediterranean","","Uncategorized"
"40912","US-Mexico Border","May 30, 2015","2015","May","1","","1","","","","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40355","US-Mexico Border","May 28, 2015","2015","May","8","","8","","","","","Drowning","Rio Grande, Mexican side of border","Hoy Tamaulipas","29.085434600000, -100.863546900000","Partially verified","","http://bit.ly/2bFuntl","Central America"
"40356","US-Mexico Border","May 28, 2015","2015","May","","1","1","","","1","","Drowning","Rio Grande near Nuevo Laredo, Tamaulipas, Mexico","Hoy Tamaulipas","27.469219000000, -99.549635600000","Partially verified","","http://bit.ly/2bFuntl","Central America"
"40910","US-Mexico Border","May 28, 2015","2015","May","1","","1","","","1","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40911","US-Mexico Border","May 28, 2015","2015","May","1","","1","","","1","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40608","South America","May 27, 2015","2015","May","1","","1","","","1","","Heart Attack","Turbo, Urabá, Antioquía, Colombia","Diario de Cuba & El Colombiano","8.086946369365, -76.728381218555","Partially verified","Darien Gap","http://bit.ly/2ljaeuB, http://bit.ly/1AtwmbP, http://bit.ly/2jXjmDU","South America"
"40587","Mediterranean","May 26, 2015","2015","May","1","","1","","","1","1","","Rocks near the port of Melilla, Spain","Asociación Pro Derechos Humanos de Andalucía","35.880463000000, -5.320930000000","Partially verified","Western Mediterranean","http://www.apdha.org/media/informe-frontera-sur-2016-web.pdf","Uncategorized"
"40588","Central America","May 26, 2015","2015","May","1","","1","","","1","","Fell from train","Ramos Arizpe. On way to Laredo, Tamaulipas, Mexico","El Siglo","26.213257000000, -100.156984000000","Partially verified","","http://bit.ly/20rhPXZ","Central America"
"40909","Southeast Asia","May 26, 2015","2015","May","2","","2","","","1","","Unknown","Indonesia","IOM Indonesia","13.498141000000, 89.487406000000","Verified","","","South-eastern Asia"
"40354","Mediterranean","May 25, 2015","2015","May","5","","5","25","","","","Drowning","off coast of Kafr el-Sheikh, Egypt","Le Figaro","38.324300000000, 26.288780000000","Partially verified","Central Mediterranean","http://bit.ly/1AqSSCy","Uncategorized"
"40353","Southeast Asia","May 24, 2015","2015","May","47","","47","","","","","Drowning","Rakhine State, Myanmar","Press TV","19.810093000000, 93.987842700000","Partially verified","","http://bit.ly/1ALHt0f","South-eastern Asia"
"40301","North Africa","May 23, 2015","2015","May","1","","1","","","","","Dehydration, Harsh conditions","Brega, Libya","Regional Mixed Migration Secretariat","30.410095000000, 19.569885000000","Partially verified","","","Northern Africa"
"40352","Mediterranean","May 23, 2015","2015","May","5","","5","49","","","","Drowning","Teboulba","Business Stanard","35.643960100000, 10.946793900000","Partially verified","Central Mediterranean","http://www.business-standard.com/article/pti-stories/5-italy-bound-tunisian-migrants-drown-49-rescued-in-med-115052300647_1.html","Uncategorized"
"40908","US-Mexico Border","May 22, 2015","2015","May","1","","1","","","","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40755","Horn of Africa","May 21, 2015","2015","May","1","","1","","","","","Sickness and lack of access to medicines, Dehydration","Kismayo, Somalia","Regional Mixed Migration Secretariat","-0.353821000000, 42.545288000000","Partially verified","","","Eastern Africa"
"40838","Mediterranean","May 21, 2015","2015","May","1","","1","","","1","1","Suffocation","Unknown - Central Med","IOM Rome ","35.309949500000, 13.479818300000","Partially verified","Central Mediterranean","","Uncategorized"
"40351","Sub-Saharan Africa","May 20, 2015","2015","May","8","","8","8","5","3","","Drowning","Nosy Be (Northern Madagascar)","LINFO.re","-13.315018600000, 48.259260600000","Partially verified","","http://bit.ly/1g8tisr","Eastern Africa"
"40722","Southeast Asia","May 19, 2015","2015","May","1","","1","","","1","","Sickness and lack of access to medicines","Indonesia, Cut Meutia Hospital","","4.718780000000, 97.931785000000","Partially verified","","","South-eastern Asia"
"40839","Sub-Saharan Africa","May 19, 2015","2015","May","1","","1","","","","","Suffocation","In back of truck, between Moyale, Ethiopia and Nairobi, Kenya","Regional Mixed Migration Secretariat","1.860474000000, 37.772888000000","Partially verified","","","Eastern Africa"
"40350","US-Mexico Border","May 18, 2015","2015","May","1","","1","","","1","","Drowning","All American Canal, Calexico CA","Imperial County Coroner's Office","32.668685000000, -115.493137300000","Partially verified","","","Uncategorized"
"40821","Sub-Saharan Africa","May 15, 2015","2015","May","1","","1","","","","","Starvation, Suffocation","Between Moyale, Ethiopia and Nairobi, Kenya","Regional Mixed Migration Secretariat","1.695679000000, 37.937683000000","Partially verified","","","Eastern Africa"
"40869","Southeast Asia","May 15, 2015","2015","May","","10","10","","","","","Unknown","","BBC","5.836902800000, 115.099941100000","Partially verified","","http://bbc.in/1F9SIhx","South-eastern Asia"
"41075","Horn of Africa","May 13, 2015","2015","May","1","","1","","","","","Vehicle Accident","Sudan","Regional Mixed Migration Secretariat","15.739896500000, 25.702966000000","Partially verified","","","Northern Africa"
"40286","Europe","May 12, 2015","2015","May","1","","1","","","1","","Crushed","Genas, France","Lyon Capitale","45.732148000000, 4.999428000000","Partially verified","","http://bit.ly/1HpTRGh","Western Europe"
"40635","US-Mexico Border","May 12, 2015","2015","May","1","","1","","","1","","Hypothermia","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40691","Central America","May 10, 2015","2015","May","1","","1","2","","1","","Shot","Los Pinos, Mexicali, Mexico","El Vigia","32.650514000000, -115.448746000000","Partially verified","","http://bit.ly/1UAd5gE","Central America"
"40907","Southeast Asia","May 05, 2015","2015","May","2","","2","","","","","Unknown","Trafficking camps in Phang Nga province, Thailand","The Guardian","8.450141400000, 98.525531700000","Partially verified","","http://bbc.in/1KbWCHr","South-eastern Asia"
"40535","Mediterranean","May 04, 2015","2015","May","5","41","46","91","","46","","Drowning","Between Libya and Italy/Malta. Rescued by Maltese ship ","IOM Rome also see BBC","36.391620500000, 14.349836900000","Partially verified","Central Mediterranean","http://bbc.in/1OX7XSF","Uncategorized"
"40349","Mediterranean","May 02, 2015","2015","May","3","","3","31","","","","Drowning","Off the coast of Beheira’s Edku city, Egypt","Ahram Online","31.299627700000, 30.292163700000","Partially verified","Central Mediterranean","http://bit.ly/1brfBSA","Uncategorized"
"40540","Mediterranean","May 02, 2015","2015","May","10","","10","","","","","Drowning","Various - Central Med (off Libya)","BBC","31.594035217005, 18.109550500000","Partially verified","Central Mediterranean","http://bbc.in/1QcE8e3","Uncategorized"
"40290","North Africa","May 01, 2015","2015","May","6","","6","","","","","Dehydration","Sahara Desert, between Yantala, Niger and Tripoli, Libya","MHub","23.875410200000, 12.847447600000","Partially verified","","","Northern Africa"
"40661","North Africa","May 01, 2015","2015","May","2","","2","","","","","Murdered","Sahara Desert, between Niamey, Niger and Tripoli, Libya","MHub","19.789357100000, 10.763283100000","Partially verified","","","Northern Africa"
"40906","Southeast Asia","May 01, 2015","2015","May","36","","36","","","","","Unknown","Trafficking camps in Songkhla province, Thailand","The Guardian","8.540132000000, 98.661975000000","Partially verified","","http://bit.ly/1MMbZIc","South-eastern Asia"
"41031","Southeast Asia","May 01, 2015","2015","May","106","","106","","","","","Unknown","28 abandoned human trafficking camps scattered along a 50 km (30 mile) stretch of the Thai border","Various - Anadolu Agency","6.444910000000, 100.578535000000","Partially verified","","http://bit.ly/1PPmCyf","South-eastern Asia"
"41066","North Africa","May 01, 2015","2015","May","1","","1","","","","","Vehicle Accident","Sahara Desert, between Agadez, Niger and Tripoli, Libya","MHub","19.075158000000, 8.024068000000","Partially verified","","","Northern Africa"
"41102","North Africa","May 01, 2015","2015","May","2","","2","","","","","Violence","Unspecified location, Libya","MHub","26.239989000000, 12.913084000000","Partially verified","","","Northern Africa"
"40863","Europe","April 24, 2015","2015","Apr","1","","1","","","1","","Train Accident","Near Skopje, Macedonia","Free Radio Europe  - reporet based on dpa ","41.997346200000, 21.427995600000","Partially verified","Western Balkans","http://bit.ly/1doBmUH","Southern Europe"
"41035","US-Mexico Border","April 24, 2015","2015","Apr","1","","1","","1","","","Vehicle Accident","Brownsville Ship Channel, Cameron County, Texas","Brownsville Herald","25.959096300000, -97.296037800000","Partially verified","","http://bit.ly/1VGcJ4Z, http://bit.ly/2kDAgcL","Northern America"
"40862","Europe","April 23, 2015","2015","Apr","14","","14","36","","","","Train Accident","Pcinja, Veles, Macedonia","Macedonia Information Agency","41.716456300000, 21.772296600000","Partially verified","Western Balkans","http://ind.pn/1EvSuCe","Southern Europe"
"40904","US-Mexico Border","April 23, 2015","2015","Apr","1","","1","","","1","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40905","US-Mexico Border","April 23, 2015","2015","Apr","1","","1","","","","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40288","Mediterranean","April 21, 2015","2015","Apr","1","","1","","","1","","Crushed, Vehicle Accident","under bus on ferry from Igoumenitsa, Greece to Bari, Italy","The Local.it","41.150241784105, 17.421187906250","Partially verified","Central Mediterranean","http://bit.ly/1XZhNnY","Uncategorized"
"40348","US-Mexico Border","April 21, 2015","2015","Apr","1","","1","","","1","","Drowning","Rio Bravo, Nuevo Laredo, Tamaulipas, Mexico","Televisa","27.468842800000, -99.557492700000","Partially verified","","http://bit.ly/1Q8W76t","Central America"
"41045","Central America","April 21, 2015","2015","Apr","1","","1","","","1","","Vehicle Accident","Federal highway 90, between Irapuato and Abasolo, Mexico","AM León (Mexico)","20.538573000000, -101.455532000000","Partially verified","","http://bit.ly/1SxEcUw","Central America"
"40346","Mediterranean","April 20, 2015","2015","Apr","2","","2","88","1","2","1","Drowning","Zephyros beach, Rhodes, Greece (right on coast)","Reuters and IOM Greece","33.712300000000, 11.447400000000","Partially verified","Eastern Mediterranean","http://reut.rs/1aJQdqM, http://bit.ly/1G3jtSr, http://bit.ly/1JagTQG","Uncategorized"
"40347","Mediterranean","April 20, 2015","2015","Apr","1","","1","88","","1","","Drowning","Zephyros beach, Rhodes, Greece (right on coast)","Reuters and IOM Greece, Action Group for Palestinians of Syria","36.352782000000, 27.938259000000","Partially verified","Eastern Mediterranean","http://reut.rs/1aJQdqM, http://bit.ly/1G3jtSr, http://bit.ly/1JagTQG","Uncategorized"
"41074","Horn of Africa","April 20, 2015","2015","Apr","1","","1","","","","","Vehicle Accident","Karora, Eritrea","Regional Mixed Migration Secretariat","17.701111000000, 38.369873000000","Partially verified","","","Eastern Africa"
"40345","Mediterranean","April 18, 2015","2015","Apr","750","","750","28","","","","Drowning","120 miles south of Lampedusa, 110 kilometers north of Libya (almost 70 miles)","Italian Navy via UNHCR","35.030000000000, 14.677700000000","Partially verified","Central Mediterranean","http://bit.ly/1Oa2qYi","Uncategorized"
"40595","Mediterranean","April 17, 2015","2015","Apr","1","0","1","70","1","","","Fuel burns","Between Libya and Italy ","UNHCR","35.746500000000, 14.414100000000","Verified","Central Mediterranean","","Uncategorized"
"40851","Central America","April 17, 2015","2015","Apr","1","","1","","","1","","Train Accident","Rincón de Romos, Aguascalientes, Mexico","Noticiero El Circo","26.213257000000, -100.156984000000","Partially verified","","http://bit.ly/2d6gUxo","Central America"
"40289","Horn of Africa","April 16, 2015","2015","Apr","1","","1","","","","","Dehydration","Between Hargeysa and Berbera, Somalia","Regional Mixed Migration Secretariat","9.915894000000, 44.647095000000","Partially verified","","","Eastern Africa"
"40344","Mediterranean","April 16, 2015","2015","Apr","","41","41","4","","41","","Drowning","Unspecified location between Libya and Italy","IOM Italy","34.885900000000, 14.414100000000","Verified","Central Mediterranean","http://bbc.in/1FYdROo","Uncategorized"
"40534","Mediterranean","April 16, 2015","2015","Apr","","12","12","15","","","","Drowning","Unspecified location between Libya and Italy","Al Jazeera and IOM Rome","35.746500000000, 14.414100000000","Partially verified","Central Mediterranean","http://bit.ly/1E7QmCi","Uncategorized"
"40343","US-Mexico Border","April 15, 2015","2015","Apr","1","2","3","","2","1","","Drowning","Rio Grande near Nuevo Laredo, Tamaulipas, Mexico","Hoy Tamaulipas","27.469219000000, -99.549635600000","Partially verified","","http://bit.ly/2bUSuFa","Central America"
"40342","US-Mexico Border","April 14, 2015","2015","Apr","1","","1","","","1","","Drowning","Rio Bravo, Mexico","Televisa","26.037909700000, -98.086004100000","Partially verified","","http://bit.ly/1Q8W76t","Central America"
"40341","Mediterranean","April 13, 2015","2015","Apr","9","391","400","144","","","","Drowning","80 miles off the Libyan coasts","IOM Italy from Flavio 29/04/2015","36.173400000000, 17.572607000000","Partially verified","Central Mediterranean","http://bit.ly/1H7aT96","Uncategorized"
"40872","Sub-Saharan Africa","April 13, 2015","2015","Apr","1","","1","","","","","Unknown","Zambesi River, Zimbabwe, at border with South Africa","Regional Mixed Migration Secretariat","-22.187675800000, 29.926538600000","Partially verified","","","Eastern Africa"
"40902","US-Mexico Border","April 13, 2015","2015","Apr","1","","1","","","","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40903","US-Mexico Border","April 13, 2015","2015","Apr","1","","1","","","1","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40340","Caribbean","April 11, 2015","2015","Apr","","3","3","","1","2","","Drowning","off the coast of Bahamas","The Tico Times","25.144970606594, -77.698404023437","Partially verified","","http://bit.ly/1zdmdQ4","Caribbean"
